id,text,label
2015CXXXVIII,"cxxxviii 2015 act on amendments to the law on accessibility of the legal background to encourage the development of electronic communications services and infrastructure [login_1] 1. lxxviii of 1997 on the shaping and protection of the built environment. amendment of law 1. § (1) lxxviii of 1997 on the formation and protection of the built environment. act (hereinafter referred to as ""the étv') 30/a. § (2) of the act shall be replaced by the following provision:............ 2. before the conclusion of the contract, the body of representatives of the municipal self-government shall decide on the installation study plan prepared by the recipient of the aim within 30 days of the complete submission of the project. 30/a. unless otherwise provided in a government decree issued under the authority of a law or law, the local government shall conclude the contract in writing within 30 days of the decision of the body of representatives of the local government within the meaning of paragraph 3 (a). amendment of act c of 2003 on electronic communications 2. § (1) act c of 2003 on electronic communications (hereinafter referred to as ""eht."") for the purposes of this regulation, the following definitions shall apply: the following sub-heading and sub-heading 22/a: article 22/a shall be added: -cooperation with the minister. § (1) the authority and the minister shall cooperate in relation to the electronic communications market and in order to promote the provision of information society services, in particular (a) with the information society managed by the minister on the preparation of programmes related to innovation and broadband infrastructure (b) on the development of investment promotion in the field of ict. 2. the authority shall adopt a delegated act in accordance with the procedure referred to in article 47. upon request of the minister for the performance of his duties arising from cooperation pursuant to paragraph 1, the information supplied to him pursuant to his call or decision pursuant to paragraph 1 for the purpose of market definition and market analysis shall be provided, even if they contain a secret protected by law. 3. the authority and the minister shall, in cooperation, ensure consistency with the data protection legislation and ensure that the interests of business secrecy are not harmed. to this end, the authority shall notify the reporting agent of the transmission of the data. the minister shall ensure that the data provided are protected at least as much as that of the authority. 4. the authority and the minister shall conclude an agreement on the detailed rules for the transmission and use of data, to be reviewed annually, in the framework of their cooperation. the agreement shall be made available to the public by the authority and the minister. 94. paragraph (2) of article 2 shall be replaced by the following: in order to make investments of major importance for the national economy, the owner's consent to the use of property owned by the hungarian state is not necessary, but the owner's right practitioner must be informed in writing of the use and the manner in which it is to be made. this provision does not exempt the customer from the obligation to request the trust's contribution to the real estate register. 94. the network operator and the electronic communications service provider shall cooperate to build high-speed electronic communications networks, in this context the network operator shall tolerate the use of its physical infrastructure for the establishment of the electronic communications works necessary for the deployment of the high-speed electronic communications network. the costs of the construction and maintenance of the electronic communications works shall be borne by the electronic communications service provider. (2b) physical infrastructure paragraph 2a",15
2014XXXIV,"xxxiv 2014 act no xxii of 2014 on advertising tax act on the entry into force of a different act and on the amendment of certain tax laws relating thereto [legislation_1] 1. the 2014 xxii on advertising tax the entry into force of the act with a different text 1. § (1) the 2014 xxii on advertising tax. act (hereinafter referred to as ""the advertising tax') 1. paragraph 5 of the act shall enter into force with the following text: (for the purposes of this act:) net turnover: in the case of a taxable person (a) act c of 2000 on accounting (hereinafter referred to as st. (b) the 1995 cxvii on personal income tax. act (hereinafter referred to as ""sia tv') falls within the scope of szja tv. (c) revenue without general sales tax does not fall within points (a) and (b) of revenue corresponding to net turnover as defined in point (a); 1. the following point 11 shall enter into force: (for the purposes of this act:) advertising sales agency: with the tax entity st. a related party entity which is entitled, on the basis of a contractual relationship with the taxable person, to conclude a contract for the publication of advertising in the supply of the taxable person's media content. § the advertising tax is television. 2. the following text shall enter into force: § (1) taxable a) in the media service b) in the press product published or distributed in hungary (c) in advertising. (d) on real estate printed on any vehicle (e) publication on the internet of advertising in predominantly hungarian or predominantly in hungarian on the internet. 2. an order for the publication of advertising shall be subject to tax unless it is subject to the conditions laid down in article 3. the person referred to in paragraph (1) of article 3 for the customer of the publication of the advertisement shall: he has made a declaration pursuant to § (3). § the advertising tax is television. 3. the following text shall enter into force: § (1) subject of the tax is (a) the mttv. (b) a media service provider not covered by point (a) which, for at least half of its daily programme time, makes media content in hungarian available on the territory of hungary (c) a publisher of the press product not covered by point (a) (d) a person or organisation which uses printed material for advertising purposes of real estate and any vehicle intended to accommodate advertising (e) a publisher of advertising in the case of advertising published on the internet. 2. in the case of a tax liability pursuant to § (2) the person subject to the tax is the customer of the advertisement, not including szja tv. a private individual who is not a self-employed person. 3. the taxable person referred to in paragraph 1 shall declare on an invoice or an accounting document or other document relating to the consideration of the publication of the advertisement (in particular in the contract relating to the publication of the advertisement) that he is liable for the tax and that he fulfils his tax obligation to pay taxes or that he is not liable to pay taxes after the publication of the advertisement in the tax year. where the person entity referred to in paragraph 1 fails to comply with the obligation to make a declaration, the taxable person referred to in paragraph 2 shall, on a monthly basis, declare and pay, by the 20th day of the month following receipt of the accounting document on advertising publication, the tax on advertising which he has ordered. the taxable person referred to in paragraph 2 shall not be required to apply article 7 in the performance of the tax liability. § (1) to (8) and article 9 article 4 (1) (a) of the rules of procedure of the court of justice and of the court of justice of the european union. § the advertising tax is television. 4. the following text shall enter into force: § (1)",15
2007CLVII,"clvii 2007 act on the budget of the national radio and television board for 2008 [legislation_1] 1. § (1) parliament shall act i of 1996 on radio and television, as amended several times (hereinafter referred to as ""rtv."") 32. according to paragraph (1) of article 1 of the national radio and television board (hereinafter referred to as ortt)'s budget for 2008, in huf 1 503600 m i.e. huf 1 billion-five hundred three million-six hundred thousand b) total revenue in huf 1 503600 m i.e. huf 1 billion-five hundred three million-six hundred thousand forints (c) the 2008 expenditure estimate of the ortt budget outside the ortt budget in huf 6 567816 m i.e. six billion-five hundred and sixty-sixty million-eight hundred and sixteen thousand forints (d) the 2008 revenue estimate of the ortt budget for the year 2008 is approved in huf 6 567816 m i.e. six billion-five hundred-six million-eight hundred and sixteen thousand forints. 2. the breakdown of the total amount of expenditure laid down in paragraph 1 (a) and the appropriations for expenditure outside the budget laid down in point (c) shall be as set out in annex 1 to this act, the main amount of revenue laid down in paragraph 1 (b) and the appropriations for revenue outside the budget laid down in point (d) shall be set out in annex 2 to this act. 2. § 1 the ortt shall be authorised to carry out the tasks referred to in article 1. if justified, within the general amount of revenue provided for in paragraph 1 (b) of this article, it shall depart from pro rata financing. 3. § ortt on the implementation of the 2008 budget of the rttv. 32. according to section (3) of the act, rttv prepares a report. 77. the parliament shall, together with an annex containing a report on the implementation of the budget of the programme service fund for 2008, submit it to parliament by 31 may 2009. 4. § (1) the national assembly shall be the rttv. 32. § 7 and art. 77 the budget of the programme service fund shall be approved as an annex to the budget of the ortt as provided for in paragraph 6 of article 3. (2) the parliament approves the budget of the programme service fund for 2008 (a) in huf 31 340699 m i.e. thirty-one billion-three hundred forty million-sixty-nine thousand forints (a) in huf 31 340699 m, i.e. thirty-one billion-three hundred forty million-six hundred ninety thousand forints. 5. § ortt shall be entitled to transfer between the expenditure appropriations of the budgets approved by this act. 6. § this act shall enter into force on 1 january 2008. annex 1 is amended as follows: for the act the expenditure side of the budget of the national radio and television board for the year 2008 project number of appropriations project name amount of appropriationsin huf m 1. personal allowances 892423 2. employers' contributions 274318 3. expenditure on work 314259 4. expansion expenditure 22600 total: 1 503600 expenditure appropriations for 2008 under ortt management outside the budget preferred number of appropriations name of the budget amount of appropriationsin huf m 1. service fee 4 991380 2. frequency application fee 1000 3. aid application fee 86217 4. bond 450000 5. fine 20,000 6. late interest 3500 7. vat 1 015719 total: 6 567816 annex 2 is the 2007 clvii. for law the revenue side of the budget of the national radio and television board for 2008 project number of appropriations project name amount of appropriationsm huf 1. fixed budget support 1 028468 2. extraordinary financing 467709 3. operating revenue 7423 total: 1 503600 total revenue allocation for 2008 treated with ortt outside the budget project number of appropriations project name amount of appropriationsin huf m 1. service fee 4 991380 2. frequency application fee 1000 3. aid application fee 86217 4. bond 450000 5. fine 20,000 6. late interest 3500 7. vat 1 015719 total: 6 567816 annex 3 is the 2007 clvii. 2008 budget of the programme service fund m huf i. revenue 2008 special appropriation",15
1997LXXXVI,"lxxxvi 1997 act on the publication of the unidroit convention of 28 may 1988 on international financial lease in ottawa [legislation_1] 1. § the national assembly shall publish the unidroit convention of 28 may 1988 on international financial leasing in ottawa (hereinafter referred to as the convention) by this law. (the declaration of accession of the republic of hungary to the convention was thus deposited on 7 may 1996 and entered into force on 1 december 1996 in relation to the republic of hungary.) 2. § the original text of the convention in english and its official translation in hungarian are as follows:.unidroit convention on international financial leasing the states parties to this convention recognizing the import of removing certain legal implications to the international financial leasing of equipment while maintaining a fair balance of interests between the different parties to the transaction aware of the need to make international financial leasing more available consideration of the fact that the rules of law governing the traditional contract of hire need to be adapted to the different triangular relationship created by the financial leasing more available consideration before the desirability of involving a spter relevant to extend the existing legal relationship by the financial leasing procedure before the desirability of the environment. this convention governments a financial leasing transaction as described in paragraph 2 in which one party (the lessor) a) on the specifications of another party (the lessee) enter into an agreement (the supply agreement) with a third party (the supplier) under which the lessor aquires plant capital goods or other equipment (the equipment) on terms approved by the lessee so far as they concern its interests and b) centers into an agreement (the lowering agreement) with the lessee granting to the lessee the right to use the equity in return for the payment of rents. 2. the financial leasing transaction referred to in the precious paragraph is a transaction which includes the following characteristics: (a) the less specified characteristics the equipment and selects the default without exceeding primarily on the skill and judgment of the lessor; (b) the equity is required by the less in connection with a losing agreement which to the knowledge of the supplier either has been made or is to be made between the lessor and the lesse; and (c) the rentals payable under the lessening agreement are calculated so as to take into account in particular the amortization of the whole or a substantial part of the cost of the equipment. 3. this convention applies either or not the lesse has or subsequently requires the option to buy the equipment or to hold it on please for a further period and whether or not for a nominal price or rental. 4. this convention applies to financial leasing transactions in relation to all equipment save that which is to be used primarily for the lessee, personal family or household purposes. article 2 in the case of one or more sub-leasing transactions involving the same equipment this convention applications to each transaction which is a financialleasing transaction and is otherwise subject to this convention as",16
1999XXVII,"xxvii 1999 act on the publication of the agreement between the republic of hungary and the republic of turkey on the mutual promotion and protection of investment in ankara signed on 14 january 1992 [legnote_1] 1. § the parliament shall announce the agreement between the republic of hungary and the republic of turkey on the mutual promotion and protection of investment in ankara, signed on 14 january 1992, by this law. (the replacement of the list for ratification of the agreement took place on 27 september 1994 and entered into force on 1 november 1994). 2. § the official text of the agreement in hungarian is as follows:, agreement between the republic of hungary and the republic of turkey on the mutual promotion and protection of investments the republic of hungary and the republic of turkey (hereinafter referred to as ""the contracting parties') are seeking to deepen the mutually beneficial economic cooperation between the two countries, leading to favourable conditions for investors of each contracting party in the territory of the other contracting party and recognising that the promotion and protection of investments in this area under this agreement encourage initiatives in this area: 1. article definitions from the point of view of the agreement: 1. the term ""investments"" shall include all assets relating to the direct investment in the territory of the contracting party in accordance with its laws and regulations. (b) bonds and any other form of participation in companies; 2. (b) companies established or registered in the territory of a contracting party in accordance with the laws of that contracting party. 3. the term ""supplier"" means the amounts resulting from the investment and, in particular, but not limited to the profit of interest on capital gains on dividends and other charges. 2. article 1 encouraging investment 1. each contracting party shall facilitate and authorise, in accordance with its legislation, investments to be made in its territory by investors of the other contracting party. 2. this agreement shall apply to investments established by investors of any contracting party in the territory of the other contracting party after 1 january 1973 in accordance with its legislation. 3. article 1 protection of investments 1. each contracting party shall grant fair and equitable treatment to investments made by investors of the other contracting party and shall not prevent, by unjustified or discriminatory measures, the use of, or provision of, the use of, the management of investments made in its territory by investors of the other contracting party. 2. in particular, both contracting parties shall provide full security and protection for such investments which, in any event, cannot be less favourable than they provide for investments by their investors or investors in any third state. 3. if a contracting party has granted special advantages to investors in any third state with a third state",16
2007CXX,"cxx of 2007 act no 19 of 1979 amending decree-law no 19 on the publication of the european agreement on the international road transport of dangerous goods (adr) and on the publication of the supplements and supplements to the annex to the adr. as set out in article 3 of the agreement, the secretary-general of the united nations as depositary of the agreement shall be c.n.805/2006 of 22 january 2007. treaties-3 and cn.198.2007 of 12 february in its treaties-1 circulars, the contracting parties were informed that the 2007 amendments to the adr's annexes to the adr's annexes entered into force on 1 january 2007 with a transitional period ending on 30 june 2007.) 1. § the parliament announces the amendments and additions to the 2007 annex to the european agreement on the international road transport of dangerous goods (hereinafter referred to as adr) and to the 2007 annex to the agreement. 2. § the authentic text of the supplements and supplements to the adr in english for 2007 and the official translation of the supplements to the adr in english are as follows:.european agreement concerning the international carriage of dangerous goods by road (adr) amendments to annexes a and b of adr 2007 wherever they appear in adr replace the words.porous mass just with (apply to 4.1.4.1 p200 (10) (p) (twice) and p200 (11) 4.00.2.2 (twice) 6.2.1.5.1 (j) 6.2.5.1 (f) (j) and (k) 6.2.5.3 and 6.2.5.2 (g) and (k) (k) 6.2.5.3 and 6.2.5.8.2 (k) and 6.2.5.8.2 (g) and (k) and (l)). part 1 chapter 1.1.1.1 (d) amend to read as followes:....; (d) the carriage undertaken by or under the supervision of the emergency services insofar as such carriage is necessary in relation to the emergency response in particular carriage undertaken: - by breakingdown vehicles carrying vehicles which have been involved in accidents or have broken down and contained dangerous goods; or - to content and recover the dangerous goods involved in an incident or move them to a safe place;. 1.1.3.1 add a new subgraph (f) to read:,,, (f) the carriage of uncleaned empty static or storage vestels and tanks which have contained gases of class 2 groups a o or f substances of class 3 or class 9 belong to packaging group ii or iii or pesticides of class 6.1 belong to packing group ii or iii subject to the following conditions: - all openings with the exception of pressure relief devices (when fit) are chemically closed; - measures have been taken to prevent any leaving of contents in normal conditions of carriage; and - the load is fixed in cradles or other handling devices to continue or continue to continue or continue to continue to continue or continue to continue to continue or continue to continue to continue or continue to operate in normal conditions of carriage; and - the load is fixed in cradles or cradles or other handling devices. this exception does not apply to static or storage vesels and tanks which have contained desensitized exploits or substances the carriage of which is prohibited by adr.. 1.1.3.2 (d) amend to read as follows:,, (d) gases contained in the equipment used for the operation of the vehicle (e.g. fire exhibiters) including in spare parts (e.g. inflated pneumatic tyres); this exception also applies to inflated pneumatic tyres carried as a load;. 1.1.3.2 (f) delete. current (g) becomes (f). 1.1.4.2.1 in the last sentence replace, the classes 1 to 8, with, the classes 1 to 9.",16
2007LXII,"2007 lxii. act lxxiv of 1992 on general sales tax amending act no [fette_1] 1. § lxxiv of 1992 on general sales tax law 66/i (hereinafter referred to as the vat act) paragraph 6 of this article shall be replaced by the following: ""6. the export document containing proof of exit of the product to a third country shall be returned to the operator within 60 days of removal from storage, except as provided for in paragraph 7. extinguishment is just 66/j. the total amount of tax due pursuant to paragraph (4) of this article may be secured. an export document containing proof of exit by the customs authorities shall be handed over to the customs office supervising the vat warehouse for certification purposes. § (1) the provision of this act shall enter into force on 1 july 2007, subject to paragraph 2, for the first time in cases in which the removal from the vat warehouse for export purposes takes place on or after the date of entry into force of this act. 2. the provisions of the vat act, as amended by this act, may also be applied in cases where the removal from the vat warehouse for export took place from 1 march 2007. [leg note_1] the act was adopted by the parliament on the day of the meeting on 11 june 2007.",16
1998IX,"chapter ix of 1998 act on the publication of the marrakesh agreement establishing the world trade organisation and its annexes in the framework of the general agreement on tariffs and trade (gatt) [legislation] 1. § parliament shall publish the marrakesh convention and its annexes (hereinafter referred to as the convention) established under the general agreement on tariffs and trade (gatt) and entered into force on 1 january 1995. (the declaration of ratification of the convention was deposited on 29 december 1994 on the basis of which the convention entered into force with regard to the republic of hungary on 1 january 1995.) 2. § the translation of the convention in hungarian is as follows:.the marrakesh convention establishing the world trade organisation.the parties to the convention recognise that, in their trade and economic aspirations, their relations should be enhanced by increasing the high and persistent volume of living standards in order to increase the production and trade of goods and services, while allowing the optimal use of world resources in line with the aim of sustainable development, both to protect and safeguard the environment, in such a way that they recognise their needs and concerns at the various levels of economic development, and to contribute to a positive effort to ensure that developing countries, in particular the least developed countries, can benefit from the growth of international trade in line with the needs of their economic development, in order to ensure that these objectives are mutually and mutually beneficial to the substantial reduction of customs duties and other barriers to trade and to the conclusion of agreements on the elimination of discriminatory treatment of international trade relations, in order to ensure that the development of an integrated more viable and lasting multilateral trading system is based on the needs of their economic development, in order to ensure that the development of the general agreement on the results of earlier trade liberalisation efforts and to ensure the conclusion of trade. annex ii article 1 the wto provides a common institutional framework for the development of trade relations between its members in matters relating to the agreements and related legislation contained in the annexes to this convention. 2. article 1 2. and 3. the agreements and related legal arrangements set out in the annexes (hereinafter referred to as the ""multilateral trade agreements') shall form an integral part of this convention binding on all members. 3. article 4 the agreements and related legal arrangements set out in the annex (hereinafter referred to as the ""multilateral trade agreements') are also part of and are binding on the members of this convention which have adopted them. the multilateral trade agreements do not create rights or obligations for members who have not accepted them. 4. the general agreement on tariffs and trade 1994 as set out in article 1 (1) of the general agreement on tariffs and trade. a) annex (hereinafter referred to as gatt 1994) is legally different from the general agreement on tariffs and trade (hereinafter referred to as the gatt 1947), which was subsequently amended or amended, annexed to the final act of the preparatory commission of the united nations conference on trade and employment of 30 october 1947, which concluded the second session of the united nations conference on trade and employment (hereinafter referred to as the gatt 1947). chapter iii article 1 the functions of the wto 1. the wto shall promote the management and functioning of the implementation of this convention and the multilateral trade agreements and shall provide a framework for the management and functioning of the implementation of the multilateral trade agreements. 2. the wto provides its members with a negotiating forum on multilateral trade relations with",16
2002XXVIII,"xxviii.2002 act on the announcement of the convention between the government of the republic of hungary and the government of the republic of latvia on the readmission of persons in budapest on the 17th of october 2001 [leg note_1] 1. § parliament shall publish the convention between the government of the republic of hungary and the government of the republic of latvia signed on 17 october 2001 in budapest on the readmission of persons by this law. [the replacement of the list of ratifications of the convention took place on 4 april 2002. the convention - article 15 thereof it entered into force on the 4th day of may 2002 pursuant to paragraph 1 of this article.] 2. § the text of the convention in hungarian is as follows:, agreement on the readmission of persons between the government of the republic of hungary and the government of the republic of latvia the government of the republic of hungary and the government of the republic of latvia (hereinafter referred to as ""the contracting parties') are guided by the desire to facilitate the readmission and transfer of persons residing illegally in the territory of their states: chapter i. article 1 for the purposes of this convention, the following definitions shall mean: 1. national of a third state - a person who does not have the nationality of a state of any contracting party. 2. he is a homeless person - a person whom no state considers to be its national under its own law. 3. visa - a valid authorisation issued by the competent authorities of the state of the contracting parties authorising persons to enter the territory of the state and to stay for a period and purpose in accordance with the conditions of the permit. 4. residence permit - a valid licence issued by the competent authorities of the state of the contracting parties giving persons the right to return or return to the territory of the state of the contracting parties. the residence permit does not include residence in the territory of the state of the contracting parties during the period of examination of the asylum procedure or the application for a residence permit or during the return procedure. annex ii chapter 2 reception of nationals of the contracting parties article 1 (1) the contracting parties shall, without any special form other than those provided for in this convention, readmit to the territory of their state persons who do not or no longer fulfil the conditions necessary for entry or stay in the territory of the state of the requesting contracting party where there is evidence or reasonable grounds to believe that the person has the nationality of the state of the requested contracting party. 2. where there is no doubt that nationality can be established, the requested contracting party shall, by means of its diplomatic or consular officer, resolve the matter without delay and within 4 working days at the latest. 3. the provisions of paragraph 1 of this article shall also apply to persons who, during their stay in the state of the requesting contracting party, have a permanent or permanent residence permit for more than one year in the territory of the requested contracting party or a valid travel document issued by the competent authorities of the state of the requested contracting party (b) who, during their stay in the state of the requesting contracting party, have been dismissed from the bond of nationality without obtaining another nationality or have received at least a naturalisation promise from the requesting contracting party. 4. where, in the course of subsequent checks, it is found that the person concerned did not have the nationality of the state of the requested contracting party at the time of detention, the requesting contracting party shall accept him without any formalities. chapter iii chapter 3 reception of third-country nationals/homeless persons 3. article 1 (1) the contracting parties shall, at the request of the other contracting party, readmit persons who are nationals of or stateless persons of a third state (a.k.a.",17
2016III,"regulation (eu, euratom) no 966/2012 of the european parliament and of the council of 25 october 2012 on the financial rules applicable to the general budget of the union and repealing council regulation (ec, euratom) no 1605/2002 (oj l 298, 26.10.2012, p. 1). act on the publication of the partnership and cooperation agreement between the european union and its member states, of the one part, and the republic of iraq, of the other part [total note] 1. § the national assembly shall authorise the recognition of the mandatory scope of the partnership and cooperation agreement between the european union and its member states, of the one part, and the republic of iraq, of the other part (hereinafter referred to as ""the agreement""). 2. § parliament shall proclaim the agreement by this law. 3. the text of the agreement in the authentic hungarian language shall be as follows:",17
2007XXXVI,"xxxvi 2007 act on legal assistance in violations [legislation_1] chapter i general rules 1. (1) this law may be applied under an international contract or a european community act in the case of legal aid for infringements. 2. in the case of a different provision of an international contract, the international treaty shall prevail. (3) this law shall apply only to acts which are punishable under hungarian law by an offence and by the law of a foreign state. 2. § (1) forms of legal assistance for infringements: (a) legal assistance in proceedings (b) receipt or transfer of the enforcement of a final decision imposing a fine. 2. procedural assistance may be presented or carried out in all infringement procedures. 3. the execution of a final decision imposing a fine may be given in the case of decisions taken in respect of infringements as set out in the annex. 3. § (1) a request for assistance in breach of the law may not be made and may not be submitted if it endangers the security of the republic of hungary in breach of its public policy. (2) the fulfilment of the provisions of the request for legal assistance for infringements shall be refused if it is contrary to the international commitment of the republic of hungary to the protection of human rights, in particular to the convention for the protection of human rights and fundamental freedoms and to the judgments of the european court of human rights. 3. the examination of paragraphs 1 and 2 shall be the responsibility of the central authority. 4. for the purposes of this act, a central authority shall: (a) in relation to the provision of judicial assistance to a foreign authority and to the request for judicial assistance of a foreign authority, the attorney general (b) in relation to the receipt or transfer of a final decision imposing a fine, as defined in the decree of the minister responsible for regulating an infringement. annex ii general proceedings and cost management rules § (1) requests for assistance in breach shall be made in writing. where appropriate, other suitable means or means of identification of the applicant, in particular by means of a telefax or computer system, may be proposed. 2. the request shall include: (a) the address of the applicant authority (b) the subject of the request (c) the description of the act covered by the procedure other than the request for service, the legal classification of the evidence available (d) the personal data of the witness required by the expert and the person subject to the procedure for the performance of the legal assistance for infringement (e) the name of the applicant authority representative, signature and stamp. 3. the infringement authority or court shall submit a request for assistance for infringement and its annexes in the official language or one of the languages of the state of the requested foreign authority or in another language in which the request is accepted by the requested state. 4. if the central authority of a state accepts requests in the hungarian language, the hungarian central authority shall also accept all requests made in the official language of that state. 5. § (1) the central authority shall receive the request for assistance from a foreign authority for an infringement and shall forward it to the competent authority or to the court or central road registration body, if the legal conditions for the performance of the legal assistance are fulfilled. 2. a request for assistance in the event of an infringement to a foreign authority shall be sent by the infringement authority or by the court to the central authority for transmission. 6. § (1) if a request from a foreign authority is so incomplete or inaccurate that it is not possible to take a stand on the question of its feasibility or to perform professionally, the central authority shall call on the requesting foreign authority to remedy the deficiency, or",17
1998XII,"xii of 1998 act on travel abroad [log note_1] subject to the provisions of the constitution of the republic of hungary, the national assembly, in accordance with the universal declaration of human rights, the international covenant on civil and political rights and the european convention on human rights, constitutes the following law on travel abroad and travel documents: chapter i basic provisions 1. § (1) leaving the territory of the republic of hungary, including travelling abroad with the intention of establishment, is a constitutional fundamental right which applies to all hungarian citizens and to foreigners legally residing in the country. the right to travel abroad may be exercised or restricted as laid down by law. (2) the hungarian citizen may return home from abroad at any time. the right of return shall not be refused, nor shall it be subject to any restriction or condition, in the absence of the conditions laid down in this act. 3. the right to travel abroad may be exercised by means of a valid travel document and an identity card under an international contract. scope of the act 2. § this law regulates the order of supply with a travel document, the basic rules of the procedure, the restriction of the right to travel abroad and the processing of personal data relating thereto. 3. § (1) the scope of the law shall cover hungarian citizens (hereinafter referred to as ""citizen"") with the exceptions set out in paragraphs (2) to (3). (2) the provisions of this act shall apply to stateless persons living in hungary and to foreigners authorised to emigrate, together with the provisions of the act on the residence and immigration of foreigners in hungary. (3) persons recognised as asylum seekers by the hungarian asylum authority shall be recognised as refugees under article iii of this act. chapter iv and chapter v shall apply. interpreting provisions 4. § for the purposes of this act (a) travel document: in the passport and in the international contract, the official certificate or document for travel abroad or for return from it is specified in the decree of the government; (b) passport: the official card which is the property of the republic of hungary, the identity and nationality of the holder of which and his entitlement to travel or return to all countries of the world, are certified by the government; (c) passport authority: the administrative body empowered to grant or restrict the issue of the travel document under this act. annex ii chapter 5 general rules on travel documents 5. § (1) hungarian citizens shall be entitled to travel documents, unless otherwise provided for in a law or international contract. 2. the data content of a travel document based on an international contract shall be governed by the provisions of the convention. 3. the provisions of the convention on the status of refugees adopted on 28 july 1951 and decree-law no 15 of 1989 on the publication of the protocol on the status of refugees on 31 january 1967 shall apply to the travel document issued to persons recognised as refugees. 4. the travel document may be held in accordance with the rules laid down in the government decree pending entitlement. within 15 days of the termination of the entitlement, the travel document shall be delivered to the passport authority. in the event of termination of parental custody, the minor's travel document may also be handed over to a person entitled to exercise parental supervision. the passport is 6. § types of passport: (a) the private passport; (b) the official passport. 7. § (1) the passport data page, with the exception of the temporary private passport, shall contain (a) the family and first name of the citizen's maiden family and first name, the date of birth of the sex of his nationality and his own signature; (b) the date of validity of the issue of the type of passport shall be the date of validity of the issuing hungarian state's code.",17
2017LXXXIV,"lxxxiv 2017 act on the publication of the basic agreement for the establishment of professional advisory cooperation relations between the government of hungary and the world health organisation [lag note_1] 1. § the parliament hereby authorises the recognition of the mandatory scope of the basic agreement for the establishment of professional advisory cooperation relations between the government of hungary and the world health organisation (hereinafter referred to as the basic agreement). 2. § parliament shall announce the basic agreement by this law. 3. § the authentic text and official translation of the basic agreement in english are as follows:.basic agreement between the government of hungary and the world health organization for the establishment of technical advisory cooperation relations the government of hungary (hereinafter referred to as, the government.) and the world health organisation (hereinafter referred to as ""the organisation""); desiring to give effect to the solutions and decisions of the united nations and of the organisation related to technical advice cooperation and to observe mutual agreement in relation to its purpose and matters; including provisions of the provisions and provisions of the organisation and provisions of the organisation by which are related to technical advisory cooperation and to obtain mutual agreement in relation to its purpose and provisions; the organization shall establish technical advisory cooperation with the government subject to budgetary limitation or the availability of the necessary funds. the organization and the government shall cooperate in arranging on the basis of the requests received from the government and approved by the organization formally agreed plans of operation for the carrying out of the technical advisory cooperation. 2. such technical advisory cooperation shall be established in accordance with the relevant solutions and decisions of the world health assembly the executive board and other organizations of the organization. 3. such technical advice cooperation may consist of: (a) making available the services of advisors in order to render advice and cooperation with the government or with other parties; (b) organizing and conducting seminars training programmes demonstration projects experienced working groups and related activities in such places as may be formally agreed upon upon; (c) awarding scholarships and fellowships or making other arrangements under which candidates rated by the government and approved by the organization shall study or receive training outside the country; (d) preparing and making other arrangements under which candidates rated by the government and approved by the organisation shall study or receive training outside the country; (d) acting and performing pilot projects carried out by the maintenance or activities concerned by the organisation shall study. 4. advisers who are to render advice to and cooperation with the government or with other parties shall be selected by the organization in consultation with the government. they shall be liable to the organization. 5. in the performance of their duties the advisors shall act in close consultation with the government and with persons or bodies so approved by the government and shall comply with instructions from the government as may be adopted to the nature of their duties and the cooperation in view and as may be formally agreed upon between the organization and the government. 6. the advisors shall in the",17
